frame,id,real_x,real_y
2089,280,1.97,14.29
2090,180,0.57,13.59
2090,280,1.97,14.29
2091,180,0.57,13.59
2091,280,1.97,14.29
2092,180,0.57,13.59
2092,280,1.97,14.29
2093,180,0.57,13.59
2093,280,1.98,14.42
2094,180,0.57,13.59
2094,280,1.98,14.42
2095,180,0.58,13.72
2095,280,1.97,14.56
2096,180,0.58,13.72
2096,280,1.98,14.69
2097,180,0.58,13.72
2097,280,1.98,14.69
2098,180,0.58,13.72
2099,180,0.58,13.72
2100,180,0.58,13.72
2101,180,0.58,13.72
2102,180,0.57,13.85
2103,180,0.55,13.33
2104,180,0.57,14.25
2127,169,0.5,13.35
2128,169,0.56,13.2
2129,169,0.56,13.2
2130,169,0.56,13.2
2131,169,0.57,13.32
2132,169,0.59,13.58
2133,169,0.59,13.71
2134,169,0.6,13.84
2135,169,0.61,13.97
2136,169,0.59,13.98
2137,169,0.59,13.98
2138,169,0.59,13.98
2139,169,0.6,13.84
2140,169,0.6,13.84
2141,169,0.58,13.72
2142,169,0.57,13.59
2143,169,0.57,13.59
2144,169,0.57,13.59
2145,169,0.57,13.59
2146,169,0.55,13.59
2147,169,0.55,13.59
2148,169,0.55,13.59
2149,169,0.57,13.59
2149,185,2.59,14.6
2150,169,0.57,13.59
2150,185,2.55,14.48
2151,169,0.57,13.59
2152,169,0.57,13.59
2153,169,0.57,13.59
2154,169,0.58,13.72
2155,169,0.58,13.72
2156,169,0.59,13.98
2157,169,0.59,13.98
2158,169,0.59,13.98
2159,169,0.6,14.11
2160,169,0.56,14.12
2161,169,0.57,14.25
2189,169,0.54,13.99
2190,169,0.5,12.7
2191,169,0.48,12.33
2191,295,1.72,14.24
2192,169,0.48,12.21
2192,295,1.73,14.37
2193,169,0.48,12.21
2194,169,0.48,11.96
2195,169,0.51,12.57
2196,169,0.52,12.96
2197,169,0.52,13.08
2198,169,0.53,13.21
2199,169,0.53,13.21
2200,169,0.57,13.98
2201,169,0.59,14.38
2202,169,0.6,14.51
2203,169,0.59,14.38
2204,169,0.59,14.24
2205,169,0.59,14.24
2206,169,0.57,13.98
2207,169,0.58,13.72
2208,169,0.57,13.59
2209,169,0.56,13.46
2210,169,0.56,13.46
2211,169,0.56,13.46
2212,169,0.54,13.46
2213,169,0.54,13.46
2213,299,1.15,15.0
2214,169,0.54,13.34
2215,169,0.54,13.34
2215,299,1.08,14.75
2216,169,0.53,13.21
2216,299,1.09,14.61
2217,169,0.53,13.21
2217,299,1.06,14.75
2218,169,0.54,13.46
2218,299,1.04,14.76
2219,169,0.56,13.72
2219,299,0.99,14.1
2220,169,0.56,13.72
2220,299,0.95,13.85
2221,169,0.57,13.85
2221,299,0.94,13.59
2222,169,0.56,13.72
2222,299,0.9,13.34
2223,169,0.56,13.72
2223,299,0.87,13.35
2224,169,0.56,13.72
2225,169,0.57,13.59
2226,169,0.6,13.84
2227,169,0.6,13.84
2228,169,0.58,13.84
2229,169,0.6,13.84
2230,169,0.62,13.83
2231,169,0.6,13.84
2232,169,0.6,13.84
2233,169,0.58,13.84
2234,169,0.57,13.59
2235,169,0.55,13.59
2235,299,0.94,14.25
2236,169,0.55,13.59
2236,299,0.95,14.11
2237,169,0.57,13.32
2237,299,0.93,13.99
2238,169,0.56,13.46
2238,299,0.93,13.99
2239,169,0.58,13.45
2239,299,0.93,13.99
2240,169,0.56,13.46
2240,299,0.87,14.01
2241,169,0.58,13.45
2241,299,0.85,13.88
2242,169,0.58,13.45
2242,299,0.84,14.02
2243,169,0.59,13.58
2243,299,0.84,14.02
2244,169,0.6,13.57
2245,169,0.6,13.57
2246,169,0.61,13.7
2247,169,0.61,13.7
2248,169,0.59,13.71
2249,169,0.59,13.58
2250,169,0.58,13.45
2251,169,0.58,13.45
2252,169,0.59,13.58
2253,169,0.59,13.71
2254,169,0.61,13.7
2255,169,0.61,13.7
2256,169,0.61,13.7
2257,169,0.61,13.7
2258,169,0.59,13.71
2259,169,0.61,13.7
2260,169,0.62,13.83
2261,169,0.59,13.71
2262,169,0.59,13.71
2263,169,0.58,13.72
2264,169,0.58,13.72
2265,169,0.57,13.59
2266,169,0.59,13.58
2267,169,0.56,13.46
2268,169,0.56,13.46
2269,169,0.55,13.33
2270,169,0.54,13.34
2271,169,0.53,13.47
2272,169,0.53,13.47
2273,169,0.54,13.46
2274,169,0.55,13.59
2275,169,0.57,13.59
2276,169,0.57,13.59
2277,169,0.56,13.46
2278,169,0.56,13.46
2279,169,0.55,13.33
2280,169,0.56,13.46
2281,169,0.56,13.46
2282,169,0.56,13.46
2282,322,1.96,14.16
2283,169,0.59,13.58
2283,322,1.96,14.16
2284,169,0.59,13.58
2284,322,1.96,14.16
2285,169,0.59,13.71
2285,322,1.96,14.16
2286,169,0.58,13.72
2286,322,1.96,14.16
2287,169,0.58,13.72
2287,322,1.96,14.16
2288,169,0.58,13.72
2288,322,1.97,14.29
2289,169,0.6,13.84
2289,322,1.97,14.29
2290,169,0.6,13.84
2290,322,1.97,14.29
2291,169,0.6,13.84
2291,322,1.97,14.29
2292,169,0.58,13.72
2292,322,1.97,14.29
2293,169,0.58,13.72
2293,322,1.97,14.29
2294,169,0.58,13.72
2294,322,1.97,14.29
2295,169,0.59,13.71
2295,322,1.97,14.29
2296,169,0.59,13.71
2296,322,1.96,14.16
2297,169,0.59,13.58
2297,322,1.96,14.16
2298,169,0.59,13.58
2298,322,1.96,14.16
2299,169,0.57,13.59
2299,322,1.96,14.16
2300,169,0.57,13.59
2300,322,1.96,14.16
2301,169,0.58,13.72
2302,169,0.58,13.72
2303,169,0.58,13.72
2304,169,0.58,13.84
2305,169,0.58,13.84
2306,169,0.58,13.84
2307,169,0.58,13.84
2308,169,0.56,13.72
2309,169,0.56,13.72
2310,169,0.56,13.72
2311,169,0.57,13.59
2312,169,0.55,13.59
2313,169,0.55,13.59
2314,169,0.55,13.59
2315,169,0.55,13.59
2316,169,0.55,13.59
2317,169,0.55,13.59
2318,169,0.57,13.59
2319,169,0.57,13.59
2320,169,0.57,13.59
2321,169,0.57,13.59
2322,169,0.56,13.46
2323,169,0.56,13.46
2324,169,0.55,13.33
2325,169,0.56,13.46
2325,322,1.91,13.51
2326,169,0.56,13.46
2326,322,1.9,13.38
2327,169,0.56,13.46
2327,322,1.89,13.25
2328,169,0.56,13.46
2328,322,1.83,12.5
2329,169,0.56,13.46
2329,322,1.85,13.01
2330,169,0.56,13.46
2330,322,1.88,13.13
2331,169,0.56,13.46
2331,322,1.88,13.13
2332,169,0.56,13.46
2332,322,1.8,12.38
2333,169,0.56,13.46
2333,322,1.78,12.14
2334,169,0.56,13.46
2334,322,1.77,12.02
2335,169,0.57,13.59
2335,322,1.85,12.75
2336,169,0.55,13.59
2336,322,1.88,13.13
2337,169,0.54,13.46
2337,322,1.88,13.13
2338,169,0.54,13.34
2339,169,0.54,13.34
2339,322,1.88,13.13
2340,169,0.53,13.21
2340,322,1.89,13.25
2341,169,0.55,13.2
2341,322,1.89,13.25
2342,169,0.55,13.2
2342,322,1.89,13.25
2343,169,0.55,13.2
2343,322,1.89,13.25
2344,169,0.55,13.2
2344,322,1.89,13.25
2345,169,0.55,13.2
2345,322,1.8,12.38
2346,169,0.55,13.2
2346,322,1.77,12.02
2347,169,0.55,13.2
2347,322,1.77,12.02
2348,169,0.55,13.2
2348,322,1.76,11.9
2349,169,0.55,13.2
2349,322,1.75,11.78
2350,169,0.56,13.46
2350,322,1.74,11.66
2351,169,0.57,13.59
2352,169,0.57,13.59
2353,169,0.58,13.72
2354,169,0.58,13.72
2355,169,0.58,13.72
2356,169,0.58,13.72
2357,169,0.58,13.84
2358,169,0.6,14.11
2359,169,0.52,12.7
2360,169,0.62,14.5
2361,169,0.63,14.64
2373,169,0.6,14.24
2374,169,0.59,13.71
2375,169,0.59,13.71
2376,169,0.59,13.58
2377,169,0.57,13.59
2378,169,0.56,13.46
2379,169,0.57,13.59
2380,169,0.57,13.59
2381,169,0.57,13.59
2382,169,0.57,13.59
2383,169,0.58,13.72
2384,169,0.58,13.72
2385,169,0.58,13.72
2386,169,0.58,13.72
2387,169,0.58,13.72
2388,169,0.58,13.72
2389,169,0.58,13.72
2390,169,0.57,13.59
2391,169,0.6,13.84
2392,169,0.6,13.84
2393,169,0.59,14.38
2409,169,0.54,13.08
2410,169,0.54,13.46
2411,169,0.56,13.72
2412,169,0.57,13.85
2413,169,0.57,13.85
2414,169,0.57,13.85
2415,169,0.57,13.98
2416,169,0.57,13.85
2417,169,0.57,13.85
2418,169,0.57,13.85
2419,169,0.57,13.85
2420,169,0.57,13.85
2421,169,0.56,13.72
2422,169,0.56,13.72
2423,169,0.58,13.72
2424,169,0.58,13.72
2425,169,0.57,13.59
2426,169,0.56,13.46
2427,169,0.55,13.33
2427,357,1.94,13.89
2428,169,0.55,13.33
2428,357,1.94,13.89
2429,169,0.56,13.2
2429,357,1.94,13.89
2430,169,0.57,13.32
2430,357,1.95,14.02
2431,169,0.57,13.32
2431,357,1.95,14.02
2432,169,0.57,13.32
2432,357,1.93,14.03
2433,169,0.57,13.32
2433,357,1.93,14.03
2434,169,0.56,13.2
2435,169,0.56,13.2
2436,169,0.56,13.2
2437,169,0.56,13.2
2438,169,0.56,13.2
2439,169,0.56,13.2
2440,169,0.56,13.2
2441,169,0.56,13.2
2441,357,1.92,13.9
2442,169,0.56,13.2
2442,357,1.9,13.64
2443,169,0.56,13.2
2443,357,1.9,13.64
2444,169,0.56,13.2
2444,357,1.89,13.51
2445,169,0.56,13.2
2445,357,1.88,13.39
2446,169,0.56,13.2
2446,357,1.89,13.51
2447,169,0.56,13.2
2447,357,1.89,13.51
2448,169,0.56,13.2
2448,357,1.9,13.64
2449,169,0.55,13.2
2449,357,1.9,13.64
2450,169,0.58,13.45
2450,357,1.9,13.64
2451,169,0.58,13.45
2452,169,0.58,13.45
2453,169,0.59,13.58
2454,169,0.59,13.58
2455,169,0.59,13.58
2456,169,0.57,13.59
2457,169,0.57,13.59
2458,169,0.57,13.59
2459,169,0.57,13.59
2460,169,0.59,13.58
2461,169,0.59,13.58
2462,169,0.57,13.59
2463,169,0.57,13.59
2464,169,0.58,13.72
2465,169,0.58,13.72
2466,169,0.56,13.72
2467,169,0.56,13.72
2468,169,0.56,13.72
2469,169,0.56,13.72
2470,169,0.57,13.85
2471,169,0.56,13.99
2472,169,0.52,13.08
2474,353,0.56,13.72
2475,353,0.51,12.83
2476,353,0.54,13.73
2477,353,0.51,13.21
2495,372,0.53,12.95
2496,372,0.55,12.94
2497,372,0.55,12.69
2498,372,0.54,12.69
2499,372,0.54,12.69
2500,372,0.54,12.82
2501,372,0.55,12.94
2502,372,0.56,13.07
2503,372,0.56,13.07
2504,372,0.56,13.07
2505,372,0.56,13.2
2506,372,0.57,13.32
2507,372,0.57,13.32
2508,372,0.57,13.32
2509,372,0.55,13.33
2510,372,0.55,13.33
2511,372,0.55,13.33
2512,372,0.55,13.33
2513,372,0.56,13.46
2514,372,0.54,13.46
2515,372,0.56,13.46
2516,372,0.54,13.46
2517,372,0.54,13.46
2518,372,0.54,13.46
2519,372,0.53,13.47
2520,372,0.53,13.47
2521,372,0.53,13.6
2522,372,0.53,13.6
2523,372,0.55,13.59
2524,372,0.53,13.6
2525,372,0.56,13.72
2526,372,0.54,13.73
2527,372,0.54,13.73
2528,372,0.54,13.73
2529,372,0.54,13.73
2530,372,0.54,13.73
2531,372,0.55,13.86
2532,372,0.54,13.73
2533,372,0.54,13.73
2534,372,0.54,13.73
2535,372,0.54,13.73
2536,372,0.54,13.73
2537,372,0.54,13.73
2538,372,0.54,13.73
2539,372,0.54,13.73
2540,372,0.54,13.73
2541,372,0.54,13.73
2542,372,0.54,13.73
2543,372,0.53,13.6
2544,372,0.53,13.6
2545,372,0.53,13.6
2546,372,0.53,13.6
2547,372,0.53,13.6
2548,372,0.53,13.6
2549,372,0.52,13.73
2550,372,0.54,13.73
2551,372,0.52,13.73
2552,372,0.54,13.73
2553,372,0.54,13.73
2554,372,0.52,13.73
2555,372,0.52,13.73
2556,372,0.52,13.73
2557,372,0.55,13.86
2558,372,0.56,13.99
2559,372,0.56,13.99
2560,372,0.51,14.14
2561,372,0.51,14.14
2594,387,0.63,13.05
2595,387,0.63,13.05
2596,387,0.61,13.05
2597,387,0.59,13.06
2598,387,0.59,13.06
2599,387,0.58,12.81
2600,387,0.55,12.69
2601,387,0.56,12.81
2602,387,0.56,12.81
2603,387,0.56,12.81
2604,387,0.56,12.81
2605,387,0.57,12.94
2606,387,0.57,12.94
2607,387,0.57,12.94
2608,387,0.57,13.06
2609,387,0.58,13.19
2610,387,0.58,13.19
2611,387,0.58,12.93
2612,387,0.6,12.93
2613,387,0.6,12.93
2614,387,0.59,12.8
2615,387,0.62,12.92
2616,387,0.64,13.04
2617,387,0.64,13.04
2618,387,0.64,12.78
2619,387,0.66,12.78
2620,387,0.66,12.78
2621,387,0.65,12.65
2622,387,0.67,12.65
2623,387,0.67,12.65
2624,387,0.67,12.65
2625,387,0.67,12.65
2626,387,0.67,12.65
2627,387,0.66,12.52
2628,255,4.13,0.15
2628,387,0.65,12.65
2629,255,4.16,0.53
2629,387,0.65,12.65
2630,255,4.16,0.68
2630,387,0.65,12.53
2631,255,4.15,0.76
2631,387,0.65,12.53
2632,255,4.15,0.84
2632,387,0.66,12.4
2632,400,2.03,14.81
2633,255,4.14,0.84
2633,387,0.66,12.4
2633,400,2.04,14.95
2634,255,4.11,0.77
2634,387,0.66,12.4
2634,400,2.04,14.95
2635,255,4.11,0.85
2635,387,0.66,12.4
2635,400,2.04,14.95
2636,255,4.1,0.85
2636,387,0.66,12.4
2637,255,4.1,0.93
2637,387,0.66,12.4
2638,255,4.08,0.94
2638,387,0.67,12.27
2639,255,4.08,1.01
2639,387,0.65,12.28
2640,255,4.08,1.09
2640,387,0.66,12.4
2641,255,4.07,1.1
2641,387,0.66,12.4
2642,255,4.07,1.18
2642,387,0.66,12.4
2643,255,4.09,1.49
2643,387,0.66,12.4
2644,255,4.11,1.81
2644,387,0.66,12.4
2645,255,4.13,2.14
2645,387,0.66,12.4
2645,400,2.04,14.95
2646,255,4.14,2.3
2646,387,0.64,12.4
2647,255,4.14,2.47
2647,387,0.62,12.41
2648,255,4.1,2.4
2648,387,0.62,12.41
2649,255,4.08,2.4
2649,387,0.59,12.42
2650,255,4.06,2.49
2650,387,0.59,12.42
2650,400,2.04,14.95
2651,255,4.04,2.58
2651,387,0.58,12.3
2651,400,2.02,14.95
2652,255,4.01,2.59
2652,387,0.6,12.29
2652,400,2.02,14.95
2653,255,3.98,2.68
2653,387,0.59,12.17
2653,400,2.01,14.82
2654,255,3.98,2.77
2654,387,0.59,12.17
2654,400,2.01,14.82
2655,255,3.96,2.69
2655,387,0.59,12.05
2655,400,2.01,14.82
2656,255,3.94,2.69
2656,387,0.58,11.93
2656,400,2.01,14.82
2657,255,3.9,2.79
2657,387,0.55,11.81
2657,400,2.01,14.82
2658,255,3.9,2.96
2658,387,0.53,11.7
2658,400,1.99,14.82
2659,255,3.92,3.4
2659,387,0.53,11.7
2659,400,2.01,14.82
2660,255,3.93,3.66
2660,387,0.52,11.82
2660,400,2.01,14.82
2661,255,3.92,3.84
2661,387,0.49,11.83
2661,400,1.99,14.82
2662,255,3.9,3.94
2662,387,0.49,11.83
2662,400,1.99,14.82
2663,255,3.89,4.03
2663,387,0.44,11.85
2663,400,1.99,14.82
2664,255,3.85,3.95
2664,387,0.42,11.86
2664,400,2.01,14.82
2665,255,3.83,3.96
2665,387,0.42,11.86
2665,400,2.01,14.82
2666,255,3.79,3.88
2666,387,0.4,11.74
2666,400,2.01,14.82
2667,255,3.79,3.97
2667,387,0.4,11.74
2667,400,2.01,14.82
2668,255,3.77,3.97
2668,387,0.42,11.86
2668,400,2.01,14.82
2669,255,3.77,4.06
2669,387,0.42,11.86
2669,400,2.0,14.68
2670,255,3.76,4.07
2670,387,0.41,11.86
2670,400,2.01,14.82
2671,255,3.77,4.25
2671,387,0.41,11.86
2671,400,2.01,14.82
2672,255,3.77,4.34
2672,387,0.41,11.86
2672,400,2.01,14.82
2673,255,3.76,4.52
2673,387,0.38,11.75
2674,255,3.78,4.89
2674,387,0.38,11.75
2675,255,3.79,5.17
2675,387,0.38,11.75
2676,255,3.78,5.27
2676,387,0.35,11.76
2677,255,3.75,5.38
2677,387,0.32,11.77
2678,255,3.73,5.48
2678,387,0.27,11.79
2679,255,3.7,5.49
2679,387,0.25,11.79
2680,255,3.7,5.58
2680,387,0.22,11.8
2681,255,3.67,5.49
2681,387,0.18,11.81
2682,255,3.62,5.41
2682,387,0.15,11.82
2683,255,3.58,5.33
2683,387,0.13,11.83
2684,255,3.59,5.62
2684,387,0.15,11.82
2685,255,3.56,5.62
2685,387,0.13,11.83
2686,255,3.56,5.72
2686,387,0.11,11.72
2687,255,3.54,5.82
2687,387,0.11,11.72
2688,255,3.52,5.93
2688,387,0.09,11.6
2688,388,0.46,13.49
2689,255,3.51,6.03
2689,387,0.07,11.61
2689,388,0.58,14.11
2690,255,3.49,6.24
2690,387,0.05,11.49
2690,388,0.56,14.12
2691,255,3.47,6.44
2692,255,3.45,6.55
2692,387,0.01,11.38
2693,255,3.42,6.56
2694,255,3.38,6.47
2695,255,3.38,6.57
2696,255,3.36,6.57
2697,255,3.35,6.68
2698,255,3.33,6.68
2699,255,3.32,6.69
2700,255,3.29,6.7
2700,400,2.0,14.41
2701,255,3.27,6.7
2701,400,2.02,14.54
2702,255,3.27,6.91
2702,400,2.03,14.67
2703,255,3.24,6.92
2703,400,2.04,14.81
2704,255,3.23,7.12
2704,400,2.04,14.81
2705,255,3.21,7.23
2705,400,2.06,14.8
2706,255,3.19,7.24
2706,400,2.08,14.79
2707,255,3.15,7.35
2707,388,0.23,13.44
2707,400,2.08,14.79
2708,255,3.11,7.26
2708,388,0.24,13.7
2708,400,2.05,14.67
2709,255,3.09,7.37
2709,388,0.22,13.71
2709,400,2.02,14.54
2710,255,3.06,7.38
2710,400,2.0,14.41
2711,255,3.03,7.39
2711,400,2.0,14.41
2712,255,3.0,7.61
2712,400,2.0,14.41
2713,255,2.97,7.62
2713,400,2.01,14.55
2714,255,2.95,7.73
2714,400,2.01,14.55
2715,255,2.95,7.84
2715,400,1.99,14.55
2716,255,2.94,7.95
2716,400,2.01,14.55
2717,255,2.91,7.96
2717,400,2.01,14.55
2718,255,2.9,7.96
2718,400,2.01,14.55
2719,255,2.86,8.08
2719,400,2.01,14.55
2720,255,2.8,8.1
2720,400,2.02,14.68
2721,255,2.77,8.22
2721,400,2.02,14.68
2722,255,2.74,8.22
2722,400,2.02,14.68
2723,255,2.75,8.33
2723,400,2.02,14.68
2724,255,2.75,8.33
2724,400,2.02,14.68
2725,255,2.7,8.34
2725,400,2.01,14.55
2726,255,2.67,8.46
2726,400,2.01,14.55
2727,255,2.64,8.47
2727,400,1.98,14.42
2728,255,2.64,8.47
2729,255,2.63,8.58
2730,255,2.62,8.48
2731,255,2.59,8.49
2731,400,1.99,14.55
2732,255,2.58,8.71
2732,400,1.99,14.55
2733,255,2.55,8.72
2733,400,1.99,14.55
2734,255,2.52,8.73
2734,400,2.0,14.68
2735,255,2.49,8.74
2735,400,2.02,14.68
2736,255,2.49,9.07
2736,400,2.02,14.68
2737,255,2.47,9.19
2737,400,2.03,14.81
2738,255,2.44,9.2
2738,400,2.03,14.81
2739,255,2.42,9.09
2740,255,2.41,9.21
2740,400,2.03,14.81
2741,255,2.38,9.22
2741,400,2.03,14.81
2742,255,2.36,9.34
2743,255,2.31,9.35
2744,255,2.28,9.36
2745,255,2.27,9.37
2746,255,2.25,9.37
2747,255,2.23,9.38
2748,255,2.21,9.5
2749,255,2.2,9.5
2750,255,2.18,9.62
2751,255,2.11,9.42
2752,255,2.09,9.54
2753,255,2.04,9.55
2754,255,2.05,9.66
2755,255,2.04,9.67
2756,255,2.0,9.68
2757,255,1.97,9.69
2758,255,1.94,9.81
2759,255,1.92,10.05
2760,255,1.88,9.95
2761,255,1.87,9.95
2762,255,1.83,9.96
2763,255,1.83,10.08
2764,255,1.81,10.08
2765,255,1.81,10.2
2766,255,1.77,10.33
2767,255,1.78,10.44
2768,255,1.74,10.45
2769,255,1.73,10.46
2770,255,1.71,10.47
2771,255,1.68,10.48
2772,255,1.66,10.37
2773,255,1.62,10.38
2774,255,1.6,10.5
2775,255,1.55,10.52
2776,255,1.53,10.64
2777,255,1.5,10.65
2778,255,1.48,10.66
2779,255,1.45,10.67
2780,255,1.42,10.68
2781,255,1.41,10.8
2782,255,1.38,10.81
2783,255,1.37,10.93
2784,255,1.35,10.94
2785,255,1.35,10.94
2786,255,1.31,10.83
2787,255,1.28,10.84
2788,255,1.27,10.97
2789,255,1.26,10.97
2790,255,1.22,10.87
2791,255,1.22,10.98
2792,255,1.22,11.1
2793,255,1.22,11.1
2794,255,1.19,11.23
2795,255,1.17,11.24
2796,255,1.15,11.37
2797,255,1.14,11.49
2798,255,1.12,11.38
2799,255,1.1,11.38
2800,255,1.08,11.39
2801,255,1.06,11.52
2802,255,1.03,11.53
2803,255,1.02,11.66
2804,255,1.0,11.66
2805,255,0.99,11.67
2806,255,0.97,11.67
2807,255,0.96,11.8
2808,255,0.93,11.93
2809,255,0.94,12.05
2810,255,0.93,12.06
2811,255,0.9,12.19
2812,255,0.88,12.2
2813,255,0.89,12.32
2814,255,0.85,12.21
2815,255,0.82,12.22
2816,255,0.8,12.22
2817,255,0.74,12.0
2818,255,0.71,12.13
2819,255,0.72,12.25
2820,255,0.69,12.14
2821,255,0.68,12.14
2822,255,0.68,12.14
2823,255,0.67,12.27
2824,255,0.64,12.4
2825,255,0.59,12.17
2826,255,0.59,12.42
2827,255,0.57,12.43
2827,416,1.98,14.01
2828,255,0.55,12.69
2828,416,1.96,14.02
2829,255,0.54,12.82
2829,416,1.95,14.02
2830,255,0.52,12.96
2830,416,1.95,14.02
2831,255,0.5,12.96
2831,416,1.95,14.02
2832,255,0.48,12.97
2832,416,1.95,14.02
2833,255,0.45,12.72
2833,416,1.95,14.02
2834,255,0.42,12.73
2835,255,0.38,12.75
2836,255,0.37,12.75
2837,255,0.35,12.76
2837,416,1.99,14.28
2838,255,0.34,12.89
2838,416,2.0,14.41
2839,255,0.32,12.89
2839,416,2.0,14.41
2840,255,0.3,12.77
2840,416,2.0,14.41
2841,255,0.29,12.91
2841,416,2.0,14.41
2842,255,0.24,12.92
2842,416,2.0,14.41
2843,255,0.21,13.06
2843,416,2.0,14.41
2844,255,0.17,12.95
2845,255,0.14,13.08
2846,255,0.13,13.22
2847,255,0.11,13.22
2848,255,0.1,13.36
2849,255,0.09,13.36
2849,416,2.0,14.41
2850,255,0.08,13.63
2850,416,2.0,14.41
2851,255,0.06,13.63
2852,255,0.02,13.52
2853,255,0.0,13.52
2945,433,3.37,9.69
2946,433,3.21,9.86
2950,433,2.43,11.3
2951,433,2.77,9.89
2952,433,2.67,9.92
2960,433,1.0,10.93
2961,433,0.83,11.11
3461,403,0.02,13.52
3462,403,0.0,13.13
3463,403,0.01,12.87
3464,403,0.03,12.87
3465,403,0.04,13.25
3466,403,0.04,13.25
3467,403,0.06,13.11
3468,403,0.09,13.36
3469,403,0.07,13.11
3470,403,0.08,12.98
3471,403,0.07,12.73
3472,403,0.08,12.59
3473,403,0.08,12.47
3474,403,0.07,12.35
3475,403,0.09,12.34
3476,403,0.09,12.34
3477,403,0.09,12.34
3478,403,0.09,12.34
3479,403,0.11,12.34
3480,403,0.1,12.21
3481,403,0.1,12.21
3482,403,0.11,12.34
3483,403,0.11,12.34
3484,403,0.11,12.34
3485,403,0.11,12.34
3486,403,0.09,12.09
3487,403,0.07,11.97
3488,403,0.07,11.85
3489,403,0.06,11.73
3490,403,0.06,11.73
3491,403,0.08,11.85
3492,403,0.08,11.85
3493,403,0.08,11.85
3494,403,0.1,11.84
3495,403,0.1,11.84
3496,403,0.11,11.72
3497,403,0.11,11.72
3498,403,0.12,11.59
3499,403,0.14,11.58
3500,403,0.16,11.45
3501,403,0.16,11.45
3502,403,0.16,11.33
3503,403,0.15,11.22
3504,403,0.17,11.21
3505,403,0.16,11.09
3506,403,0.18,11.09
3507,403,0.18,11.09
3508,403,0.18,11.09
3509,403,0.18,11.09
3510,403,0.18,11.09
3511,403,0.18,11.09
3512,403,0.18,11.09
3513,403,0.2,11.2
3514,403,0.2,11.08
3515,403,0.2,11.08
3516,403,0.19,10.96
3517,403,0.18,10.85
3518,403,0.18,10.73
3519,403,0.17,10.62
3520,403,0.19,10.61
3521,403,0.19,10.61
3522,403,0.17,10.62
3523,403,0.19,10.61
3524,403,0.18,10.5
3525,403,0.2,10.61
3526,403,0.22,10.6
3527,403,0.23,10.48
3528,403,0.24,10.36
3529,403,0.24,10.36
3530,403,0.27,10.35
3531,403,0.26,10.12
3532,403,0.28,10.12
3533,403,0.27,10.0
3534,403,0.29,10.0
3535,403,0.3,9.88
3536,403,0.31,9.76
3537,403,0.34,9.75
3538,403,0.35,9.98
3539,403,0.35,9.87
3540,403,0.36,9.86
3541,403,0.36,9.86
3542,403,0.38,9.86
3543,403,0.37,9.74
3544,403,0.39,9.74
3545,403,0.38,9.63
3546,403,0.38,9.63
3547,403,0.38,9.52
3548,403,0.39,9.51
3549,403,0.39,9.4
3550,403,0.39,9.4
3551,403,0.36,9.3
3552,403,0.36,9.19
3553,403,0.36,9.19
3554,403,0.33,9.08
3555,403,0.33,8.97
3556,403,0.35,9.08
3557,403,0.33,9.08
3558,403,0.35,9.08
3559,403,0.36,9.19
3560,403,0.36,9.19
3561,403,0.37,9.18
3562,403,0.37,9.18
3563,403,0.38,8.96
3564,403,0.37,8.85
3565,403,0.38,8.74
3566,403,0.4,8.73
3567,403,0.41,8.73
3568,403,0.4,8.62
3569,403,0.4,8.51
3570,403,0.4,8.51
3571,403,0.39,8.41
3572,403,0.41,8.4
3573,403,0.39,8.3
3574,403,0.39,8.3
3575,403,0.39,8.3
3576,403,0.4,8.19
3577,403,0.39,8.09
3578,403,0.4,7.98
3579,403,0.39,7.88
3580,403,0.39,7.77
3581,403,0.4,7.66
3582,403,0.4,7.66
3583,403,0.38,7.46
3584,403,0.38,7.36
3585,403,0.39,7.25
3586,403,0.38,7.15
3587,403,0.38,7.15
3588,403,0.39,7.25
3589,403,0.39,7.25
3590,403,0.38,7.36
3591,403,0.37,7.26
3592,403,0.37,7.26
3593,403,0.38,7.15
3594,403,0.39,7.05
3595,403,0.39,6.84
3596,403,0.42,6.73
3597,403,0.45,6.73
3597,472,2.87,0.0
3598,403,0.45,6.52
3598,472,2.86,0.08
3599,403,0.48,6.42
3599,472,2.85,0.08
3600,403,0.48,6.32
3600,472,2.81,0.09
3601,403,0.49,6.21
3601,472,2.79,0.09
3602,403,0.47,6.12
3602,472,2.78,0.1
3603,403,0.49,6.12
3603,472,2.76,0.1
3604,403,0.48,6.02
3604,472,2.75,0.18
3605,403,0.47,6.03
3605,472,2.75,0.41
3606,403,0.47,6.03
3606,472,2.74,0.56
3607,403,0.45,5.93
3607,472,2.77,0.79
3608,403,0.46,5.93
3608,472,2.76,0.95
3609,403,0.44,5.84
3609,472,2.77,1.1
3610,403,0.44,5.64
3610,472,2.74,0.95
3611,403,0.45,5.45
3611,472,2.72,1.04
3612,403,0.43,5.27
3612,472,2.74,1.19
3613,403,0.44,5.36
3613,472,2.74,1.19
3614,403,0.42,5.08
3614,472,2.71,1.2
3615,403,0.41,4.8
3615,472,2.71,1.28
3616,403,0.39,4.53
3616,472,2.69,1.36
3617,403,0.38,4.44
3617,472,2.69,1.44
3618,403,0.4,4.44
3618,472,2.65,1.53
3619,403,0.43,4.43
3619,472,2.63,1.62
3620,403,0.43,4.43
3620,472,2.64,2.03
