frame,id,real_x,real_y
3621,403,0.43,4.43
3621,472,2.66,2.44
3622,403,0.45,4.52
3622,472,2.66,2.69
3623,403,0.46,4.51
3623,472,2.65,2.86
3624,403,0.49,4.5
3624,472,2.64,2.87
3625,403,0.48,4.41
3625,472,2.6,2.88
3626,403,0.51,4.32
3626,472,2.56,2.89
3627,403,0.51,4.22
3627,472,2.53,2.9
3627,485,0.8,13.64
3628,403,0.54,4.13
3628,472,2.53,2.9
3628,485,0.78,12.74
3629,403,0.54,3.95
3629,472,2.51,2.99
3629,485,0.81,13.24
3630,403,0.54,3.68
3630,472,2.5,2.99
3630,485,0.84,13.75
3631,403,0.54,3.51
3631,472,2.48,3.08
3631,485,0.86,14.14
3632,403,0.54,3.33
3632,472,2.48,3.17
3632,485,0.88,14.68
3633,403,0.55,3.24
3633,472,2.46,3.26
3633,485,0.89,14.82
3634,403,0.57,3.32
3634,472,2.46,3.43
3634,485,0.87,14.82
3635,403,0.6,3.32
3635,472,2.48,3.7
3635,485,0.85,14.83
3636,403,0.62,3.22
3636,472,2.5,4.05
3636,485,0.87,14.82
3637,403,0.64,3.13
3637,472,2.51,4.23
3637,485,0.86,14.41
3638,403,0.65,3.13
3638,472,2.51,4.41
3638,485,0.86,14.41
3639,403,0.67,2.95
3639,472,2.49,4.32
3640,403,0.66,2.87
3640,472,2.48,4.42
3641,403,0.65,2.7
3641,472,2.47,4.42
3642,403,0.63,2.37
3642,472,2.45,4.52
3642,487,1.42,3.53
3643,403,0.64,2.53
3643,472,2.43,4.43
3643,487,1.4,3.45
3644,403,0.66,2.36
3644,472,2.39,4.35
3644,487,1.34,3.21
3645,403,0.65,2.12
3645,472,2.37,4.45
3645,487,1.36,3.12
3646,403,0.64,1.87
3646,472,2.34,4.46
3646,487,1.32,2.87
3647,403,0.63,1.55
3647,472,2.33,4.55
3647,487,1.34,3.03
3648,403,0.63,1.47
3648,472,2.32,4.83
3648,487,1.4,3.54
3649,403,0.67,1.46
3649,472,2.3,4.84
3649,487,1.4,3.63
3650,403,0.71,1.37
3650,472,2.26,5.04
3650,487,1.38,3.02
3651,403,0.73,1.29
3651,472,2.26,5.23
3651,487,1.38,3.02
3652,403,0.76,1.36
3652,472,2.24,5.33
3652,487,1.41,3.02
3653,403,0.8,1.35
3653,472,2.24,5.42
3653,487,1.49,3.96
3654,403,0.82,1.42
3654,472,2.23,5.62
3654,487,1.51,4.23
3655,403,0.85,1.5
3655,472,2.21,5.62
3655,487,1.52,4.32
3656,403,0.9,1.33
3656,472,2.21,5.62
3657,403,0.91,1.01
3657,472,2.19,5.73
3658,403,0.95,0.84
3658,472,2.15,5.74
3659,403,0.97,0.76
3659,472,2.1,5.66
3660,403,1.0,0.6
3660,472,2.1,5.66
3661,403,1.01,0.44
3661,472,2.07,5.66
3662,403,1.01,0.22
3662,472,2.06,5.86
3663,403,1.01,0.14
3663,472,2.02,5.78
3664,403,1.05,0.13
3664,472,2.05,6.06
3665,403,1.08,0.2
3665,472,2.04,5.77
3666,403,1.15,0.18
3666,472,1.92,5.23
3667,403,1.19,0.1
3667,472,1.9,5.14
3668,403,1.24,0.01
3669,403,1.28,0.07
3670,403,1.32,0.07
3675,472,1.81,7.14
3676,472,1.83,7.34
3677,472,1.88,8.27
3678,472,1.88,8.27
3679,472,1.85,7.86
3680,472,1.81,7.66
3681,472,1.77,7.56
3682,472,1.73,7.47
3683,472,1.71,7.37
3684,472,1.7,7.48
3685,472,1.69,7.49
3686,472,1.66,7.49
3687,472,1.67,7.6
3688,472,1.65,7.6
3689,472,1.62,7.61
3690,472,1.59,7.62
3691,472,1.57,7.52
3692,472,1.55,7.53
3693,472,1.57,7.52
3694,472,1.59,7.73
3695,472,1.57,7.73
3696,472,1.6,8.04
3697,472,1.6,8.25
3698,472,1.62,8.35
3699,472,1.63,8.46
3700,472,1.62,8.57
3701,472,1.62,8.68
3702,472,1.62,8.68
3703,472,1.6,8.69
3704,472,1.59,8.69
3705,472,1.58,8.8
3706,472,1.56,8.81
3707,472,1.55,8.81
3708,472,1.55,8.81
3709,472,1.53,8.82
3710,472,1.49,8.72
3711,472,1.48,8.73
3712,472,1.49,9.05
3713,472,1.46,9.17
3714,472,1.45,9.18
3715,472,1.43,9.18
3716,472,1.43,9.41
3717,472,1.42,9.41
3718,472,1.4,9.42
3719,472,1.36,9.32
3720,472,1.35,9.32
3721,472,1.33,9.33
3722,472,1.28,9.34
3723,472,1.27,9.35
3724,472,1.28,9.46
3725,472,1.27,9.57
3726,472,1.27,9.57
3727,472,1.27,9.57
3728,472,1.28,9.68
3729,472,1.28,9.91
3730,472,1.28,9.91
3731,472,1.29,10.02
3732,472,1.29,10.02
3733,472,1.29,10.02
3734,472,1.29,10.02
3735,472,1.28,10.14
3736,472,1.28,10.14
3737,472,1.29,10.25
3738,472,1.28,10.37
3739,472,1.26,10.38
3740,472,1.25,10.38
3741,472,1.21,10.39
3742,472,1.2,10.4
3743,472,1.19,10.52
3744,472,1.2,10.63
3745,472,1.21,10.75
3746,472,1.2,10.63
3747,472,1.18,10.64
3748,472,1.18,10.88
3749,472,1.18,10.88
3750,472,1.16,10.77
3751,472,1.14,10.53
3752,472,1.14,10.53
3753,472,1.16,10.53
3754,472,1.16,10.53
3755,472,1.16,10.53
3756,472,1.15,10.41
3757,472,1.15,10.41
3758,472,1.16,10.53
3759,472,1.17,10.64
3760,472,1.17,10.76
3761,472,1.19,10.99
3762,472,1.17,11.0
3763,472,1.16,11.0
3764,472,1.16,11.0
3765,472,1.16,11.0
3766,472,1.15,11.13
3767,472,1.13,11.01
3768,472,1.11,11.02
3769,472,1.12,11.14
3770,472,1.12,11.14
3771,472,1.1,11.14
3772,472,1.09,11.15
3773,472,1.09,11.15
3774,472,1.07,11.15
3775,472,1.04,11.28
3776,472,1.04,11.41
3777,472,1.04,11.41
3778,472,1.01,11.54
3779,472,1.02,11.66
3780,472,1.02,11.66
3781,472,1.02,11.66
3782,472,1.02,11.66
3783,472,1.02,11.66
3784,472,1.0,11.66
3785,472,0.99,11.79
3786,472,0.99,11.79
3787,472,0.99,11.79
3788,472,0.98,11.79
3789,472,0.98,11.91
3790,472,0.99,12.03
3791,472,0.99,12.03
3792,472,1.0,12.16
3793,472,1.0,12.16
3794,472,0.99,12.28
3795,472,0.99,12.28
3796,472,0.96,12.05
3797,472,0.96,12.05
3798,472,0.93,11.93
3799,472,0.92,11.94
3800,472,0.9,11.94
3801,472,0.89,11.95
3802,472,0.89,11.95
3803,472,0.89,11.95
3804,472,0.88,12.2
3805,472,0.87,12.2
3806,472,0.85,12.21
3807,472,0.86,12.33
3808,472,0.83,12.46
3809,472,0.83,12.46
3810,472,0.79,12.35
3811,472,0.78,12.23
3812,472,0.78,12.23
3813,472,0.78,12.11
3814,472,0.76,12.11
3815,472,0.76,12.36
3816,472,0.74,12.37
3817,472,0.74,12.37
3818,472,0.74,12.37
3819,472,0.72,12.38
3820,472,0.71,12.5
3821,472,0.68,12.52
3822,472,0.7,13.15
3823,472,0.64,12.78
3824,472,0.63,12.53
3825,472,0.62,12.66
3826,472,0.6,12.67
3827,472,0.59,12.68
3828,472,0.57,12.68
3829,472,0.57,12.68
3830,472,0.54,12.69
3831,472,0.52,12.7
3832,472,0.53,12.82
3833,472,0.51,12.83
3834,472,0.5,12.96
3835,472,0.48,12.97
3836,472,0.47,12.97
3837,472,0.45,12.98
3838,472,0.43,12.98
3839,472,0.42,13.12
3840,472,0.39,13.13
3841,472,0.38,13.26
3842,472,0.34,13.27
3843,472,0.34,13.27
3844,472,0.31,13.29
3845,472,0.29,13.29
3846,472,0.3,13.42
3847,472,0.28,13.43
3848,472,0.26,13.43
3849,472,0.25,13.44
3850,472,0.23,13.44
3851,472,0.22,13.71
3852,472,0.23,14.24
3853,472,0.24,14.37
3854,472,0.22,14.37
3855,472,0.23,14.51
3856,472,0.2,14.38
3857,472,0.21,14.51
3858,472,0.21,14.51
3859,472,0.22,14.65
3860,472,0.21,14.79
3861,472,0.21,14.92
3866,472,0.11,14.96
3867,472,0.09,14.97
3977,532,2.0,14.27
3978,532,2.0,14.27
3979,532,2.0,14.27
3980,532,2.0,14.27
3981,532,2.0,14.27
3982,532,2.0,14.27
3983,532,2.0,14.27
3984,532,1.99,14.28
3985,532,1.99,14.28
3986,532,1.97,14.15
3987,532,1.97,14.15
3988,532,1.97,14.15
3989,532,1.97,14.15
3990,532,1.97,14.15
3991,532,1.97,14.15
3992,532,1.97,14.15
3993,532,1.97,14.15
3994,532,1.97,14.15
3995,532,1.97,14.15
3996,532,1.97,14.15
3997,532,1.97,14.15
3998,532,1.97,14.15
3999,532,1.99,14.28
4000,532,1.99,14.28
4109,550,1.99,14.28
4110,550,1.99,14.28
4111,550,1.99,14.28
4112,550,2.0,14.41
4113,550,2.0,14.41
4114,550,2.0,14.41
4115,550,2.0,14.41
4116,550,2.0,14.41
4117,550,2.0,14.41
4118,550,2.01,14.55
4119,550,2.01,14.55
4236,565,2.0,14.68
4237,565,1.99,14.55
4238,565,1.99,14.55
4239,565,2.0,14.68
4240,565,2.0,14.68
4241,565,2.0,14.68
4242,565,1.99,14.55
4243,565,2.0,14.68
4244,565,2.0,14.68
4245,565,2.0,14.68
4246,565,2.01,14.82
4247,565,2.0,14.68
4248,565,2.0,14.68
4249,565,2.0,14.68
4250,565,1.99,14.55
4452,587,4.61,10.81
4453,587,4.17,11.2
4454,587,3.93,12.79
4455,587,3.43,12.84
4456,587,2.89,13.29
4457,587,2.55,14.48
4956,655,5.18,13.12
4957,655,4.89,14.03
4958,655,4.38,14.22
4959,655,3.82,14.43
5027,663,2.03,14.81
5028,663,2.02,14.68
5029,663,2.02,14.68
5030,663,2.02,14.68
5031,663,2.01,14.55
5032,663,2.01,14.55
5033,663,2.01,14.55
5034,663,2.01,14.55
5035,663,2.02,14.54
5036,663,2.01,14.55
5037,663,2.01,14.55
5038,663,2.01,14.55
5039,663,2.01,14.55
5040,663,2.01,14.55
5041,663,2.01,14.55
5042,663,2.01,14.55
5043,663,2.01,14.55
5044,663,2.01,14.55
5045,663,2.01,14.55
5046,663,2.01,14.55
5047,663,2.01,14.55
5048,663,2.01,14.55
5049,663,2.01,14.55
5050,663,2.0,14.41
5273,536,4.89,0.04
5279,536,4.72,0.01
5280,536,4.7,0.01
5281,536,4.69,0.09
5282,536,4.73,0.46
5283,536,4.73,0.7
5284,536,4.74,0.93
5285,536,4.74,1.01
5286,536,4.75,1.16
5287,536,4.75,1.24
5288,536,4.75,1.32
5289,536,4.73,1.25
5290,536,4.7,1.26
5291,536,4.68,1.18
5292,536,4.66,1.19
5293,536,4.65,1.19
5294,536,4.64,1.19
5295,536,4.66,1.43
5296,536,4.65,1.43
5297,536,4.64,1.51
5298,536,4.66,1.92
5299,536,4.7,2.32
5300,536,4.74,2.65
5301,536,4.73,2.74
5302,536,4.73,2.91
5303,536,4.71,2.92
5304,536,4.67,2.93
5305,536,4.65,2.94
5306,536,4.64,3.03
5307,536,4.61,2.95
5308,536,4.57,2.87
5309,536,4.53,2.88
5310,536,4.51,2.97
5311,536,4.51,3.15
5312,536,4.51,3.24
5313,536,4.49,3.33
5314,536,4.51,3.5
5315,536,4.5,3.77
5316,536,4.5,4.04
5317,536,4.48,4.14
5318,536,4.46,4.23
5319,536,4.45,4.33
5320,536,4.43,4.43
5321,536,4.39,4.35
5322,536,4.35,4.27
5323,536,4.33,4.27
5324,536,4.31,4.28
5325,536,4.29,4.28
5326,536,4.26,4.29
5327,536,4.26,4.38
5328,536,4.26,4.48
5329,536,4.24,4.57
5330,536,4.25,4.76
5331,536,4.24,4.86
5332,536,4.25,5.14
5333,536,4.25,5.23
5334,536,4.24,5.33
5335,536,4.22,5.43
5336,536,4.22,5.53
5337,536,4.21,5.63
5338,536,4.2,5.73
5339,536,4.19,5.73
5340,536,4.12,5.66
5341,536,4.09,5.66
5342,536,4.06,5.67
5343,536,4.04,5.68
5344,536,4.02,5.78
5345,536,4.01,5.79
5346,536,3.99,5.89
5347,536,3.99,5.99
5348,536,4.0,6.28
5349,536,4.0,6.49
5350,536,3.95,6.6
5351,536,3.94,6.71
5352,536,3.94,6.81
5353,536,3.91,6.82
5354,536,3.89,6.82
5355,536,3.89,6.82
5356,536,3.89,6.92
5357,536,3.85,6.83
5358,536,3.85,6.94
5359,536,3.86,7.04
5360,536,3.86,7.14
5361,536,3.84,7.15
5362,536,3.83,7.15
5363,536,3.78,7.16
5364,536,3.77,7.17
5365,536,3.79,7.47
5366,536,3.8,7.68
5367,536,3.82,7.78
5368,536,3.82,7.89
5369,536,3.79,7.79
5370,536,3.79,7.9
5371,536,3.79,7.9
5372,536,3.77,7.9
5373,536,3.72,7.71
5374,536,3.7,7.71
5375,536,3.67,7.72
5376,536,3.66,7.73
5377,536,3.63,7.74
5378,536,3.61,7.74
5379,536,3.61,7.85
5380,536,3.61,7.95
5381,536,3.62,8.17
5382,536,3.62,8.28
5383,536,3.61,8.38
5384,536,3.61,8.49
5385,536,3.62,8.6
5386,536,3.61,8.6
5387,536,3.61,8.72
5388,536,3.61,8.72
5389,536,3.59,8.72
5390,536,3.56,8.73
5391,536,3.55,8.73
5392,536,3.55,8.73
5393,536,3.55,8.73
5394,536,3.56,8.84
5395,536,3.54,8.85
5396,536,3.54,8.85
5397,536,3.54,8.85
5398,536,3.54,8.85
5399,536,3.56,8.95
5400,536,3.58,9.17
5401,536,3.58,9.17
5402,536,3.58,9.28
5403,536,3.58,9.28
5404,536,3.57,9.17
5405,536,3.55,9.18
5406,536,3.55,9.18
5407,536,3.54,9.18
5408,536,3.52,9.19
5409,536,3.51,9.19
5410,536,3.52,9.3
5411,536,3.5,9.31
5412,536,3.5,9.42
5413,536,3.47,9.43
5414,536,3.47,9.55
5415,536,3.48,9.66
5416,536,3.48,9.77
5417,536,3.46,9.89
5418,536,3.46,9.89
5419,536,3.39,9.46
5420,536,3.38,9.35
5421,536,3.42,9.68
5422,536,3.42,9.79
5423,536,3.42,9.79
5424,536,3.42,9.79
5425,536,3.42,9.79
5426,536,3.4,9.8
5427,536,3.39,9.8
5427,713,2.01,14.55
5428,536,3.4,9.91
5428,713,2.01,14.55
5429,536,3.38,9.92
5429,713,2.01,14.55
5430,536,3.38,10.03
5430,713,2.02,14.68
5431,536,3.38,10.03
5431,713,2.02,14.68
5432,536,3.38,10.03
5432,713,2.02,14.68
5433,536,3.41,10.14
5433,713,2.02,14.68
5434,536,3.41,10.26
5434,713,2.03,14.81
5435,536,3.41,10.26
5435,713,2.03,14.81
5436,536,3.41,10.26
5436,713,2.03,14.81
5437,536,3.41,10.26
5437,713,2.03,14.81
5438,536,3.4,10.38
5438,713,2.02,14.68
5439,536,3.4,10.38
5439,713,2.02,14.68
5440,536,3.37,10.27
5440,713,2.02,14.68
5441,536,3.35,10.16
5441,713,2.02,14.68
5442,536,3.32,10.06
5442,713,2.02,14.68
5443,536,3.32,10.06
5443,713,2.03,14.81
5444,536,3.3,10.06
5444,713,2.02,14.68
5445,536,3.28,10.18
5445,713,2.02,14.68
5446,536,3.28,10.18
5446,713,2.02,14.68
5447,536,3.26,10.31
5447,713,2.01,14.55
5448,536,3.26,10.43
5448,713,2.01,14.55
5449,536,3.26,10.54
5449,713,2.01,14.55
5450,536,3.28,10.77
5450,713,2.01,14.55
5451,536,3.3,10.89
5452,536,3.29,11.01
5453,536,3.29,11.01
5454,536,3.29,11.13
5455,536,3.29,11.13
5456,536,3.29,11.13
5457,536,3.26,11.02
5458,536,3.26,11.02
5459,536,3.26,11.02
5460,536,3.25,11.03
5461,536,3.23,11.03
5462,536,3.23,11.03
5463,536,3.23,11.03
5464,536,3.23,11.15
5465,536,3.24,11.27
5466,536,3.24,11.39
5467,536,3.25,11.51
5468,536,3.25,11.51
5469,536,3.25,11.64
5470,536,3.26,11.76
5471,536,3.27,11.88
5472,536,3.27,12.0
5473,536,3.24,11.89
5474,536,3.21,11.77
5475,536,3.19,11.78
5475,713,2.0,14.41
5476,536,3.18,11.78
5476,713,1.98,14.42
5477,536,3.13,11.68
5477,713,1.98,14.42
5478,536,3.1,11.56
5478,713,1.98,14.42
5479,536,3.12,11.68
5479,713,1.98,14.42
5480,536,3.14,11.92
5480,713,1.98,14.42
5481,536,3.13,11.93
5481,713,2.0,14.41
5482,536,3.15,12.17
5482,713,1.99,14.55
5483,536,3.13,12.17
5483,713,1.99,14.55
5484,536,3.15,12.3
5484,713,2.0,14.68
5485,536,3.13,12.3
5485,713,2.0,14.68
5486,536,3.13,12.3
5486,713,2.0,14.68
5487,536,3.13,12.43
5487,713,1.99,14.55
5488,536,3.11,12.44
5488,713,2.01,14.55
5489,536,3.1,12.31
5489,713,2.01,14.55
5490,536,3.1,12.31
5490,713,2.01,14.55
5491,536,3.08,12.32
5491,713,2.01,14.55
5492,536,3.08,12.32
5492,713,2.01,14.55
5493,536,3.07,12.32
5493,713,2.0,14.68
5494,536,3.07,12.32
5494,713,2.02,14.68
5495,536,3.05,12.33
5495,713,1.99,14.55
5496,536,3.05,12.46
5496,713,1.99,14.55
5497,536,3.03,12.59
5497,713,1.99,14.55
5498,536,3.01,12.6
5498,713,1.99,14.55
5499,536,3.03,12.59
5499,713,2.01,14.55
5500,536,3.05,12.71
5500,713,1.99,14.55
5501,536,3.07,12.84
5501,713,1.98,14.42
5502,536,3.07,12.71
5502,713,1.99,14.55
5503,536,3.07,12.71
5503,713,1.99,14.55
5504,536,3.07,12.71
5504,713,1.99,14.55
5505,536,3.09,12.7
5505,713,1.99,14.55
5506,536,3.09,12.7
5506,713,1.99,14.55
5507,536,3.07,12.71
5507,713,1.99,14.55
5508,536,3.05,12.71
5508,713,1.99,14.55
5509,536,3.04,12.72
5509,713,1.99,14.55
5510,536,3.0,12.73
5510,713,1.99,14.55
5511,536,2.99,12.73
5511,713,2.0,14.68
5512,536,2.96,12.75
5512,713,2.0,14.68
5513,536,2.94,12.75
5513,713,2.0,14.68
5514,536,2.92,12.76
5514,713,2.0,14.68
5515,536,2.91,12.76
5515,713,2.0,14.68
5516,536,2.91,12.76
5516,713,2.0,14.68
5517,536,2.89,12.9
5517,713,2.0,14.68
5518,536,2.89,12.9
5518,713,2.01,14.82
5519,536,2.85,12.91
5519,713,2.01,14.82
5520,536,2.85,13.04
5520,713,2.01,14.82
5521,536,2.85,13.04
5521,713,2.01,14.82
5522,536,2.83,13.05
5522,713,2.01,14.82
5523,536,2.85,13.04
5523,713,2.01,14.82
5524,536,2.83,13.05
5524,713,2.01,14.82
5525,536,2.83,13.05
5525,713,2.01,14.82
5526,536,2.83,13.05
5527,536,2.83,13.05
5528,536,2.83,13.05
5529,536,2.83,13.05
5530,536,2.83,13.05
5531,536,2.83,13.05
5532,536,2.83,13.05
5533,536,2.83,13.05
5534,536,2.84,13.17
5535,536,2.84,13.31
5536,536,2.84,13.44
5537,536,2.84,13.44
5538,536,2.85,13.57
5539,536,2.84,13.44
5540,536,2.84,13.44
5541,536,2.82,13.45
5542,536,2.82,13.45
5543,536,2.82,13.45
